,created_at,original,translated
80,2020-09-27 22:00,"¡No se pueden perder la entrevista de hoy! Los esperamos a las 8pm por 👉 https://t.co/i4Z6K2Hn2V
@RedUnoBolivia 
#MesaYPedraza #PrimeroLaGente https://t.co/uPAnbMIXW3","You can't miss today's interview! We'll be waiting for you at 8pm 👉 https://t.co/i4Z6K2Hn2V
@RedUnoBolivia 
#MesaYPedraza #PrimeroLaGente https://t.co/uPAnbMIXW3"
81,2020-09-27 15:42,"Bolivia nos necesita unidos contra el fraude y la corrupción, estamos muy cerca👍. #PrimeroLaGente https://t.co/0fSUst2EUu","Bolivia needs us united against fraud and corruption, we are very close👍. #PrimeroLaGente https://t.co/0fSUst2EUu"
82,2020-09-26 15:47,"En rueda de prensa desde #SantaCruz señalamos que el MAS está abriendo el paraguas para la derrota que van a sufrir porque Comunidad Ciudadana le ganará en las urnas. 
#PrimeroLaGente https://t.co/VU6Oj6AS8m","At a press conference since #SantaCruz we point out that the MAS is opening the umbrella for defeat that they will suffer because the Citizen Community will beat it at the ballot box. 
#PrimeroLaGente https://t.co/VU6Oj6AS8m"
83,2020-09-25 20:57,"En @ComunidadCBo tenemos un plan de 4 puntos contra la pandemia: 
✅ Más personal médico 
✅ Equipamiento 
✅ Pruebas gratuitas 
✅ Cuando la vacuna esté lista nos encargaremos de que llegue primero a los más necesitados. 

#PrimeroLaGente https://t.co/r6gEAg4jRd","In @ComunidadCBo we have a 4-point plan against the pandemic: 
✅ More medical staff 
✅ Equipment 
✅ Free Trials 
✅ When the vaccine is ready, we'll make sure it reaches those most in need first. 

#PrimeroLaGente https://t.co/r6gEAg4jRd"
84,2020-09-24 23:56,Después de ganarle a la pandemia pondremos en marcha el tratamiento gratuito contra el cáncer. #PrimeroLaGente https://t.co/M3M1mII3kz,"After we beat the pandemic, we'll launch the free cancer treatment. #PrimeroLaGente https://t.co/M3M1mII3kz"
85,2020-09-24 13:17,"¡Felicidades Pando! Mi compromiso con ustedes es el de un futuro mejor, mucho mucho mejor. https://t.co/cxhWj66drf","Congratulations Pando! My commitment to you is that of a better future, much better. https://t.co/cxhWj66drf"
86,2020-09-24 12:09,"El espíritu cruceño sigue creativo, positivo, con la sonrisa puesta y con la decisión de transformar Bolivia. 

¡Felicidades Santa Cruz! ustedes son referente fundamental del país y el espacio cosmopolita que une a todas y todos los bolivianos. https://t.co/TiJQJ1lNVx","The crossover spirit remains creative, positive, with the smile on and with the decision to transform Bolivia. 

Congratulations Santa Cruz! you are a fundamental reference of the country and the cosmopolitan space that unies with all Bolivians. https://t.co/TiJQJ1lNVx"
87,2020-09-24 01:05,"Tenemos un plan para salvar y crear nuevos empleos: 

1) Apoyo directo a sectores productivos 
2) Créditos accesibles a las microempresas 
3) En los empleos públicos vamos a valorar el mérito y no el color político. #PrimeroLaGente https://t.co/IUuOnu1pIi","We have a plan to save and create new jobs: 

1) Direct support to productive sectors 
2) Credits accessible to micro-enterprises 
3) In public jobs we will value merit and not political color. #PrimeroLaGente https://t.co/IUuOnu1pIi"
88,2020-09-23 17:49,"Para ganarle al #coronavirus necesitamos más personal médico, equipamiento y pruebas gratuitas. #PrimeroLaGente https://t.co/pnzMP28yO2","To beat the #coronavirus we need more medical staff, equipment and free trials. #PrimeroLaGente https://t.co/pnzMP28yO2"
89,2020-09-23 00:43,"Nosotros pondremos a la gente primero y no toleraremos la corrupción, por eso: 1) haremos público cada boliviano gastado en la lucha contra el coronavirus y 2) pondremos cámaras anticorrupción. #PrimeroLaGente https://t.co/KgMehqjwgK","We will put people first and not tolerate corruption, so: 1) we will make public every Bolivian spent in the fight against coronavirus and 2) we will set anti-corruption cameras. #PrimeroLaGente https://t.co/KgMehqjwgK"
90,2020-09-22 18:56,"Una vez que la vacuna del coronavirus esté lista nos encargaremos de que llegue primero a los más necesitados. 
#PrimeroLaGente https://t.co/JpigbPNd0H","Once the coronavirus vaccine is ready, we'll make sure it reaches those most in need first. 
#PrimeroLaGente https://t.co/JpigbPNd0H"
91,2020-09-22 01:25,"Vamos por un gobierno que invite a la formalidad; el camino del palo con la informalidad no tiene sentido.
#PrimeroLaGente https://t.co/YqiiOMOMBo","We're going for a government that invites formality; the path of the stick with informality makes no sense.
#PrimeroLaGente https://t.co/YqiiOMOMBo"
92,2020-09-21 23:40,"Tenemos que construir mayoría parlamentaria por el bien del país. 

#PrimeroLaGente https://t.co/kva3luuZzG","We have to build a parliamentary majority for the good of the country. 

#PrimeroLaGente https://t.co/kva3luuZzG"
93,2020-09-21 23:04,"Tenemos que recuperar, mantener y crear nuevos empleos; además, tenemos que reestructurar el sistema de salud. 
#PrimeroLaGente https://t.co/Hed3E3UD9J","We need to recover, maintain and create new jobs; we also need to restructure the health system. 
#PrimeroLaGente https://t.co/Hed3E3UD9J"
94,2020-09-21 18:43,"Yo tengo por costumbre cumplir la ley; veo a candidatos sin barbijos, haciendo concentraciones que están prohibidas por El @TSEBolivia, yo haré la campaña como debe ser. 

#PrimeroLaGente https://t.co/ckCHGW1yzE","I have a habit of complying with the law; I see candidates without beards, making rallies that are forbidden by el @TSEBolivia, I will campaign as it should be. 

#PrimeroLaGente https://t.co/ckCHGW1yzE"
95,2020-09-21 18:08,"Luis Arce también debe responder por varias cosas, el Fondo Indígena por ejemplo. 

#PrimeroLaGente https://t.co/LCPEAcNoZ3","Luis Arce must also answer for several things, the Indigenous Fund for example. 

#PrimeroLaGente https://t.co/LCPEAcNoZ3"
96,2020-09-21 17:57,"El MAS NO volverá al poder, así que si Morales vuelve a #Bolivia será para rendir cuentas por sus actos. Soy el único candidato que le ha abierto un proceso judicial por el enorme fraude electoral de 2019.

#PrimeroLaGente https://t.co/bsIboJpGJm","The MAS will NOT return to power, so if Morales returns to #Bolivia will be held accountable for his actions. I'm the only candidate who's opened up a court process for the huge voter fraud of 2019.

#PrimeroLaGente https://t.co/bsIboJpGJm"
97,2020-09-21 17:47,"#EnEntrevista| Tenemos que resolver una triple crisis: la de salud, el desempleo y la corrupción. El votante es el que generará la unidad del voto a través del candidato. 
#PrimeroLaGente https://t.co/Jx7t54sKcQ","#EnEntrevista We have to solve a triple crisis: health, unemployment and corruption. The voter is the one who will generate the unity of the vote through the candidate. 
#PrimeroLaGente https://t.co/Jx7t54sKcQ"
98,2020-09-21 15:04,"En todos los momentos que se los llamó para ayudar y servir, las y los #médicos bolivianos estuvieron presentes. Durante la terrible pandemia que aún padecemos, su valor, generosidad y profesionalismo son los escudos que nos protegen.  Su día es nuestro día.  #FelizDiaDelMedico","At all times they were called to help and serve, Bolivian #médicos were present. During the terrible pandemic we still suffer, their courage, generosity and professionalism are the shields that protect us.  Your day is our day.  #FelizDiaDelMedico"
99,2020-09-21 02:05,Acompáñame por #FacebookLive 👉 https://t.co/NIRT0zbOuI  #PrimeroLaGente https://t.co/BfFjIXLyy8,Come with me for #FacebookLive 👉 https://t.co/NIRT0zbOuI #PrimeroLaGente https://t.co/BfFjIXLyy8
100,2020-09-21 00:43,"Tenemos un plan contra la pandemia: 
1) Más personal médico 
2) Más equipamiento
 3) Pruebas gratuitas
 4) Cuando la vacuna esté lista llegará primero a los más necesitados.

Además, pondremos en marcha el tratamiento gratuito contra el cáncer.
 
#PrimeroLaGente https://t.co/5Fl9xTsqLv","We have a plan against the pandemic: 
1) More medical staff 
2) More equipment
 3) Free trials
 4) When the vaccine is ready it will reach those most in need first.

In addition, we will launch free cancer treatment.
 
#PrimeroLaGente https://t.co/5Fl9xTsqLv"
101,2020-09-20 22:08,"Acompáñame esta noche por @unitelbolivia, 22:00 horas. 

#PrimeroLaGente 👍 https://t.co/r9hiToVk6b","Come with me tonight for @unitelbolivia, 22:00 hours. 

#PrimeroLaGente 👍 https://t.co/r9hiToVk6b"
102,2020-09-20 20:45,¡Llegó el momento! Derrotemos al MAS en las urnas. #PrimeroLaGente https://t.co/HeBTJwz8Yf,It's time! Let's defeat the MAS at the polls. #PrimeroLaGente https://t.co/HeBTJwz8Yf
103,2020-09-19 21:37,"Reitero mi admiración y respeto profundo a la noble y valerosa ciudad de Oruro y a sus habitantes, a los que Bolivia les debe tanto, y pido firmemente que los políticos se abstengan de hacer afirmaciones que dañen la dignidad de las personas","I reiterate my admiration and deep respect for the noble and courageous city of Oruro and its inhabitants, to which Bolivia owes them so much, and I strongly ask that politicians refrain from making claims that harm the dignity of people"
104,2020-09-19 02:41,#EnVivo con @soyfdelrincon 👉 https://t.co/opsbduqnnJ  #ConcluMesa #Conclusiones #CNN https://t.co/5VMFjTkuyQ,#EnVivo with @soyfdelrincon 👉 https://t.co/opsbduqnnJ #ConcluMesa #Conclusiones #CNN https://t.co/5VMFjTkuyQ
105,2020-09-18 23:23,"RT @EnPortadaBo: #Elecciones2020
Esta noche #EnPortada nos acompañará el candidato a presidente por @ComunidadCBo, @carlosdmesag  
Mira la…","RT @EnPortadaBo: #Elecciones2020
Tonight #EnPortada will be joined by the candidate for president for @ComunidadCBo, @carlosdmesag  
Look at the..."
106,2020-09-18 21:46,"Hablemos de propuestas: en los empleos públicos se valorará el mérito y no el color político, ese es nuestro compromiso. 

#PrimeroLaGente https://t.co/aShBtrWKbl","Let's talk about proposals: in public jobs merit will be valued and not political color, that is our commitment. 

#PrimeroLaGente https://t.co/aShBtrWKbl"
107,2020-09-18 18:56,"Comunidad Ciudadana plantea soluciones serias para Bolivia, los invito a conocer nuestro programa completo👇. 

Me dará mucho gusto leer sus opiniones. #PrimeroLaGente

https://t.co/Ck6pf66ogR","Comunidad Ciudadana proposes serious solutions for Bolivia, I invite you to know our complete program👇. 

I'd be happy to read your opinions. #PrimeroLaGente

https://t.co/Ck6pf66ogR"
108,2020-09-18 16:59,"¡Gracias #SantaCruz! 👋 Estoy seguro que unidos vamos a derrotar al MAS en las urnas. 

¡Vamos por el triunfo en primera vuelta! #PrimeroLaGente https://t.co/rEb3Njvj7o","Thank you #SantaCruz! 👋 I'm sure we're going to defeat the MAS at the polls. 

Let's go for the win in the first round! #PrimeroLaGente https://t.co/rEb3Njvj7o"
109,2020-09-18 15:27,"En conferencia de prensa desde #SantaCruz, reafirmamos que Comunidad Ciudadana derrotará al MAS con la ayuda del voto popular; será el votante 🗳 el que nos ayude a frenar de una vez por todas al fraude y la corrupción. #PrimeroLaGente https://t.co/6Xp0fVvybI","At a press conference since #SantaCruz, we reaffirm that the Citizens' Community will defeat the MAS with the help of the popular vote; it will be 🗳 voter who helps us stop fraud and corruption once and for all. #PrimeroLaGente https://t.co/6Xp0fVvybI"
